ID,Год,Тип,Название,URL турнира,URL результатов,Записей
1710,1999,old,II Микстовый парный чемпионат Москвы,https://bridgesport.ru/tournaments/results/1710/,https://bridgesport.ru/local/_ajax/resultNew.php?id=1710,28
13,1999,old,Кубок вузов,https://bridgesport.ru/tournaments/results/13/,https://bridgesport.ru/local/_ajax/resultNew.php?id=13,9
7,1999,old,Отбор в сборную,https://bridgesport.ru/tournaments/results/7/,https://bridgesport.ru/local/_ajax/resultNew.php?id=7,18
534,1999,old,I Женский парный чемпионат России,https://bridgesport.ru/tournaments/results/534/,https://bridgesport.ru/local/_ajax/resultNew.php?id=534,20
11,1999,old,"Предотбор в сборную, Москва",https://bridgesport.ru/tournaments/results/11/,https://bridgesport.ru/local/_ajax/resultNew.php?id=11,12
9,1999,old,"Предотбор в сборную, Петербург",https://bridgesport.ru/tournaments/results/9/,https://bridgesport.ru/local/_ajax/resultNew.php?id=9,6
12,1999,old,VI Кубок РиО,https://bridgesport.ru/tournaments/results/12/,https://bridgesport.ru/local/_ajax/resultNew.php?id=12,36
6,1999,old,Cup Gemini,https://bridgesport.ru/tournaments/results/6/,https://bridgesport.ru/local/_ajax/resultNew.php?id=6,1
5,1999,old,Гран-при М.Грановского,https://bridgesport.ru/tournaments/results/5/,https://bridgesport.ru/local/_ajax/resultNew.php?id=5,1
10,1999,old,Рождество - 1999 в Санкт Петербурге. Командный турнир,https://bridgesport.ru/tournaments/results/10/,https://bridgesport.ru/local/_ajax/resultNew.php?id=10,19
8,1999,old,Рождество - 1999 в Санкт Петербурге. Парный конгресс,https://bridgesport.ru/tournaments/results/8/,https://bridgesport.ru/local/_ajax/resultNew.php?id=8,54
95,2000,old,Sicily open 2000. Teams,https://bridgesport.ru/tournaments/results/95/,https://bridgesport.ru/local/_ajax/resultNew.php?id=95,2
94,2000,old,Фестиваль в Милане,https://bridgesport.ru/tournaments/results/94/,https://bridgesport.ru/local/_ajax/resultNew.php?id=94,1
5125,2000,old,VIII Парный чемпионат России,https://bridgesport.ru/tournaments/results/5125/,https://bridgesport.ru/local/_ajax/resultNew.php?id=5125,0
91,2000,old,VII Мемориал А. Симакова,https://bridgesport.ru/tournaments/results/91/,https://bridgesport.ru/local/_ajax/resultNew.php?id=91,50
93,2000,old,NABC Fall 2000. Reisinger Cup,https://bridgesport.ru/tournaments/results/93/,https://bridgesport.ru/local/_ajax/resultNew.php?id=93,1
92,2000,old,NABC Fall 2000. Board-a-Match teams,https://bridgesport.ru/tournaments/results/92/,https://bridgesport.ru/local/_ajax/resultNew.php?id=92,1
90,2000,old,I Мемориал В.В. Нестерова,https://bridgesport.ru/tournaments/results/90/,https://bridgesport.ru/local/_ajax/resultNew.php?id=90,17
5113,2000,old,V Микстовый парный и командный чемпионат России,https://bridgesport.ru/tournaments/results/5113/,https://bridgesport.ru/local/_ajax/resultNew.php?id=5113,0
3207,2000,old,III Кубок Урала. Парный конгресс,https://bridgesport.ru/tournaments/results/3207/,https://bridgesport.ru/local/_ajax/resultNew.php?id=3207,47
87,2000,old,III Кубок Урала. Командный турнир,https://bridgesport.ru/tournaments/results/87/,https://bridgesport.ru/local/_ajax/resultNew.php?id=87,21
86,2000,old,Командный чемпионат Москвы 1999-2000,https://bridgesport.ru/tournaments/results/86/,https://bridgesport.ru/local/_ajax/resultNew.php?id=86,15
85,2000,old,VIII Мемориал Д.Рыбакова,https://bridgesport.ru/tournaments/results/85/,https://bridgesport.ru/local/_ajax/resultNew.php?id=85,53
84,2000,old,VIII Командный чемпионат России,https://bridgesport.ru/tournaments/results/84/,https://bridgesport.ru/local/_ajax/resultNew.php?id=84,12
83,2000,old,Vilnus Cup 2000. Open Teams,https://bridgesport.ru/tournaments/results/83/,https://bridgesport.ru/local/_ajax/resultNew.php?id=83,2
4703,2000,old,11th World Bridge Team Olympiad,https://bridgesport.ru/tournaments/results/4703/,https://bridgesport.ru/local/_ajax/resultNew.php?id=4703,0
80,2000,old,Бархатный Сезон в Одессе 2000. Командный турнир,https://bridgesport.ru/tournaments/results/80/,https://bridgesport.ru/local/_ajax/resultNew.php?id=80,2
79,2000,old,Бархатный Сезон в Одессе 2000. Парный конгресс,https://bridgesport.ru/tournaments/results/79/,https://bridgesport.ru/local/_ajax/resultNew.php?id=79,9
78,2000,old,"VIII турнир ""Kovaldi Invitational"". Friends",https://bridgesport.ru/tournaments/results/78/,https://bridgesport.ru/local/_ajax/resultNew.php?id=78,18
77,2000,old,"VIII турнир ""Kovaldi Invitational""",https://bridgesport.ru/tournaments/results/77/,https://bridgesport.ru/local/_ajax/resultNew.php?id=77,18
76,2000,old,Фестиваль в Выру,https://bridgesport.ru/tournaments/results/76/,https://bridgesport.ru/local/_ajax/resultNew.php?id=76,1
74,2000,old,"XI Фестиваль ""Белые ночи"". Командный турнир",https://bridgesport.ru/tournaments/results/74/,https://bridgesport.ru/local/_ajax/resultNew.php?id=74,32
